Vibration3HDate,Vibration3H
2019-03-22,171.2635504973052
2019-03-23,171.36532183229946
2019-03-24,172.37281984228
2019-03-25,173.3813027730621
2019-03-26,174.3907526399607
2019-03-27,175.74879669914327
2019-03-28,177.10771854554437
2019-03-29,178.4674584687848
2019-03-30,179.8280731987161
2019-03-31,180.37998968300727
2019-04-01,180.93276571520025
2019-04-02,181.37547734544071
2019-04-03,181.34921686160587
2019-04-04,181.39398562546435
2019-04-05,181.50626429053924
2019-04-06,181.41253480071262
2019-04-07,182.5555964079566
2019-04-08,183.69739125058712
2019-04-09,184.8379121226709
2019-04-10,185.97717115560658
2019-04-11,187.12937357132802
2019-04-12,188.2805663745504
2019-04-13,189.325259850061
2019-04-14,189.08320658773562
2019-04-15,188.84012530703419
2019-04-16,188.59601285269636
2019-04-17,188.3508794111832
2019-04-18,188.10472619857995
2019-04-19,187.85752206321277
2019-04-20,187.6092767564159
2019-04-21,187.87191545923775
2019-04-22,188.13352300235817
2019-04-23,188.39409937184232
2019-04-24,188.65364966788798
2019-04-25,188.9135048786937
2019-04-26,189.17363388045555
2019-04-27,189.4340565830987
2019-04-28,189.694775967151
2019-04-29,189.95578889128691
2019-04-30,190.21709535550644
2019-05-01,190.47871690701209
2019-05-02,190.74020271472332
2019-05-03,191.00157778876357
2019-05-04,191.26258837182496
2019-05-05,191.52322623631918
2019-05-06,191.78350662710037
2019-05-07,192.04343583258176
2019-05-08,192.3029725564336
2019-05-09,192.56213672251587
2019-05-10,192.75624930452042
2019-05-11,192.6759353730139
2019-05-12,192.63726654188653
2019-05-13,192.63819765331004
2019-05-14,192.63876907536064
2019-05-15,192.63899099449938
2019-05-16,192.63885832446334
2019-05-17,192.63837106525233
2019-05-18,192.63752920293146
2019-05-19,192.64953924033694
2019-05-20,192.66249932199972
2019-05-21,192.6764145202481
2019-05-22,192.6912746764909
2019-05-23,192.70708994931914
2019-05-24,192.72384510781387
2019-05-25,192.74156046915704
2019-05-26,192.2821607393768
2019-05-27,191.82183204894432
2019-05-28,191.36058454251585
2019-05-29,190.89840806150036
2019-05-30,190.43531279235876
2019-05-31,189.97128854863013
2019-06-01,189.50634550284036
2019-06-02,189.469047104797
2019-06-03,189.43082480449465
2019-06-04,189.3916786158681
2019-06-05,189.35160855285258
2019-06-06,189.31171879437738
2019-06-07,189.27201444064048
2019-06-08,189.232480204983
2019-06-09,189.14551376572774
2019-06-10,189.0587276449478
2019-06-11,188.7406282482604
